id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;hoekverhouding kruising;aanschafdatum;eigenaar (economisch);bewapening;dikte ballast;hoofdspoor/zijspoor;profiel;smeerloze constructie;soort ballast;soort Wisselligger;generiek tekeningnummer;voegloos;monitoring;aangesloten wisselverwarming;operatie;producent;projectdefinitie;xY nauwkeurig begin gemeten;baanvaksnelheid goederen;baanvaksnelheid reizigers;dagtonnage reizigers;ondergrond (BAAN_ONDERGRONDWSL);in bestrating;plaatsingsdatum;kruisingnummer;datacollectie;theoretisch vervangingsjaar;afschrijvingsgroep;wissel classificatie;theoretische levensduur;bediening classificatie;beheerder;beheerder Extra Info;datum eerste plaatsing;locatie functioneel;xY nauwkeurig eind gemeten;spoorafstand;lTD tekeningnummer;economisch vervangingsjaar;technisch vervangingsjaar;inspectiejaar;hergebruikt object?;dagtonnage goederen;fictief tonnage;undersleeperpad aanwezig?;naam 3;opmerkingen;oud equipment;opmerking;naam 4;geokunststoffen;producent + type geokunststof;naam 2;naam 1
Dataset-Fysiek_object-10101169;10101169;534-308-1000311693;534 Kruising 1081K 1: 4,5;Kruising;534;Leiden Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;1;Leiden;INGB;B;45.915.000;45.935.000;0.020000;M;1081K;VRIJ PRCB;1000;1000;01B;P2308-534;2012472;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Nee;Geen;;WIJZIGEN;RAILPRO;Z-156402;Onbekende nauwkeurigheid;40;40;15.501;;Nee;1-1-1995 00:00;1081K;Dataverbetering;1-1-2030 00:00;2:  80.000 < Tf <= 130.000;C:  Centr bed en licht belast;;IV;ProRail;;1800-01-31 00: 00;;;;;;;1-1-2015 00:00;Nee;15.520;999;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10101840;10101840;924-308-1000311735;924 Kruising 3591K 1: 4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;35.785.000;35.804.000;0.019000;M;3591K;VRIJ;1000;1000;99B;P2308-924;2017413;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1987 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Austrorollen;Steenslag 31,5/50;Beton;44170;Ja;Geen;Centrale buis;1 OP 1 VERVANGING;VCK;K-004697;;;;;Ballast op zand;Nee;17-6-2017 00:00;3591K;Mutaties vanuit projecten;1-1-2062 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;IV;ProRail;;17-6-2017 00:00;;;4,5;;;;1-1-2016 00:00;Nee;;;Nee;aanvulling movaris dd 31-01-2124;;;;FV-2205-110406;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10120486;10120486;504-308-1000311749;504 Kruising 85K 1: 4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;3;Zuid;26;Maastricht;INGB;B;18.700.000;18.700.000;;M;85K;VRIJ PRCB;1000;1000;26B;P3208-504;2018399;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1985 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;4,60E+04;Geen;Steenslag 22/40;Hout;44181;Nee;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);;;;;Nee;1-1-1985 00:00;85K;Dataverbetering;1-1-2007 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;22;IV;ProRail;Niet van Toepassing;;HRL;Objectregistratie (<=1.5m);4,35;ONBEKEND;31-12-2020 00:00;31-12-2020 00:00;1-1-2015 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-10120742;10120742;518-308-1000311763;518 Kruising 107K 1: 4,5;Kruising;518;Weert;Niet van toepassing;Niet van toepassing;3;Zuid;25;Roermond;INGB;B;63.270.000;63.270.000;;M;107K;VRIJ;1000;1000;25B;P3208-518;2019400;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1992 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;411793;Ja;Geen;Niet van toepassing;1 OP 1 VERVANGING;Vossloh Cogifer Kloos;M-004545;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;23-7-2018 00:00;107K;Mutaties vanuit projecten;1-1-2027 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van Toepassing;;WT;Objectregistratie (<=1.5m);Afwijkende spoorafstand;ONBEKEND;31-12-2018 00:00;31-12-2020 00:00;;Nee;;;Nee;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10266352;10266352;586-308-1000311927;586 Kruising 960K 1: 4;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.808.000;80.844.000;0.007000;M;960K;VRIJ;1000;1000;09B;P2108-586;2012597;26-8-2019 00:00;808956;308;B;01:04;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;4,60E+04;Ekos-rollen;Steenslag 31,5/50;Beton;44181;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);;;;Ballastloze constructie;Nee;1-1-2003 00:00;960K;Dataverbetering;1-1-2032 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;29;I;;;;;;;;;;;;;;;;;;Nieuwe ballast en ballastmatten;;;;;
Dataset-Fysiek_object-10519371;10519371;163-308-1000311957;163 Kruising 923K 1: 9;Kruising;163;Rotterdam Lombardijen - Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;43.649.000;43.658.000;0.009000;M;923K;VRIJ;1000;1000;05B;P2308-163;2017678;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Nee;Geen;Niet van toepassing;;RAILPRO;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1994 00:00;923K;Dataverbetering;1-1-2029 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;RTST;BBK (<=28cm);;;;31-12-2018 00:00;1-1-2014 00:00;;;;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10526243;10526243;133-308-1000311971;133 Kruising 1103A K 1: 9;Kruising;133;Amsterdam Riekerpolder - Warmond;Niet van toepassing;Niet van toepassing;4;Randstad Noord;8;Haarlem;INGB;B;18.325.000;18.359.000;;M;1103AR-1107AL;VRIJ;1000;1000;08B;P2108-133;2020145;26-8-2019 00:00;808956;308;B;01:09;;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;;Steenslag 31,5/50;Beton;420256;Ja;Geen;Geen;1 OP 1 VERVANGING;WBN;L-004917;BBK (<=28cm);;;;Ballast op zand;Nee;21-1-2019 00:00;1103A K;Mutaties vanuit projecten;1-1-2042 00:00;3:  40.000 < Tf <= 80.000;C:  Centr bed en licht belast;23;IV;;;21-1-2019 00:00;HFD;BBK (<=28cm);5,3;;;31-12-2042 00:00;;Nee;;;Nee;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10657107;10657107;586-308-1000312029;586 Kruising 906K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.275.000;80.282.000;0.007000;M;906K;VRIJ;1000;1000;09B;P2108-586;2012634;26-8-2019 00:00;808956;308;B;01:09;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;412827;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);40;40;25.800;Ballast op zand;Nee;1-1-2003 00:00;906K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10641988;10641988;478-308-1000312007;478 Kruising 1121K 1: 4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;0.653000;0.653000;;M;1121K;VRIJ;1000;1000;04B;P2308-478;2020210;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2001 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;RAILPRO;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2001 00:00;1121K;Dataverbetering;1-1-2036 00:00;;D:  Niet centraal bed. wissel;35;IV;ProRail;;1-1-2001 00:00;PPLG_MVTW;;4,5;;;;1-1-2025 00:00;;;;;aanvulling movaris dd 31-01-2014;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-11234301;11234301;054-308-1000466028;054 Kruising 1305K 1: 9;Kruising;54;Boxtel - Eindhoven;Niet van toepassing;Niet van toepassing;3;Zuid;23;Boxtel;INGB INAC;B;47.086.000;47.115.000;0.029000;M;1305K;VRIJ;1000;1000;23B;P3208-054;;21-8-2019 00:00;P1000770;308;B;01:09;1-1-1981 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;4,60E+04;Geen;Steenslag 22/40;Hout;44176;Nee;Geen;Niet van toepassing;SANEREN;WBB;;Objectregistratie (<=1.5m);80;;;Ballast op zand;Nee;1-1-1981 00:00;1305K;Dataverbetering;1-1-2010 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;1-1-1981 00:00;BET;Objectregistratie (<=1.5m);4,5;44176;31-12-2022 00:00;1-1-2199 00:00;1-1-2015 00:00;;;;;;D-001964 PLANNING;;;;;;;
Dataset-Fysiek_object-11483371;11483371;504-308-1000312147;504 Kruising 55K 1: 4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;3;Zuid;26;Maastricht;INGB;B;18.248.000;18.248.000;;M;55K;VRIJ;1000;1000;26B;P3208-504;2029324;26-8-2019 00:00;808956;308;B;01:04,5;20-10-2013 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;KLOOS OVING;M-003900;Objectregistratie (<=1.5m);;;;;Nee;20-10-2013 00:00;55K;Dataverbetering;1-1-2048 00:00;5:  5.000 < Tf <= 20.000;A:  Centr bed en intens. belast;35;IV;ProRail;Niet van Toepassing;;HRL;Objectregistratie (<=1.5m);4,5;ONBEKEND;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11540327;11540327;618-308-1000312183;618 Kruising 115K 1: 4,5;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;3;Zuid;24;Eindhoven;INGB;B;51.057.000;51.057.000;;M;115K;VRIJ;1000;1000;24B;P3208-618;2019069;26-8-2019 00:00;808956;308;B;01:04,5;17-7-2015 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;411034;Ja;Geen;Niet van toepassing;;Vossloh Cogifer Kloos B.V.;M-004182;Objectregistratie (<=1.5m);40;;;Ballast op zand;Nee;17-7-2015 00:00;115K;Mutaties vanuit projecten;1-1-2075 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;17-7-2015 00:00;EHV;Objectregistratie (<=1.5m);4,5;411034;;;;Nee;;;Nee;;;10121423;;;;;;
Dataset-Fysiek_object-10101174;10101174;534-308-1000311703;534 Kruising 1117K 1: 4,5;Kruising;534;Leiden Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;1;Leiden;INGB;B;46.490.000;46.490.000;;M;1117K;VRIJ;1000;1000;01B;P2308-534;2012476;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;Voestalpine WBN;;Onbekende nauwkeurigheid;;;39.102;Ballast op zand;Nee;1-8-2018 00:00;1117K;Dataverbetering;1-1-2063 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;45;IV;ProRail;;1800-01-31 00: 00;LEDN;;4,5;;;;1-1-2015 00:00;Nee;46.161;999;Nee;;NVT;;;FV-2205-110406;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10101533;10101533;560-308-1000311725;560 Kruising 55K 1: 4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.839.000;24.839.000;;M;55K;VRIJ;1000;1000;02B;P2308-560;2017032;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1989 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411793;Nee;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1989 00:00;55K;Dataverbetering;1-1-2014 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;25;IV;ProRail;Niet van toepassing;1-1-1989 00:00;GVC;BBK (<=28cm);4,5;;31-12-2020 00:00;31-12-2019 00:00;1-1-2013 00:00;;;;;;NVT;;wissel wordt vernieuwd in project ombouw GVC richtlijn 2013 K-04803;;;;;
Dataset-Fysiek_object-10101841;10101841;924-308-1000311737;924 Kruising 3583K 1: 4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;35.787.000;35.807.000;0.020000;M;3583K;VRIJ PRCB;1000;1000;99B;P2308-924;2012732;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1997 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Austrorollen;Steenslag 31,5/50;Beton;411034;Ja;Geen;Centrale buis;1 OP 1 VERVANGING;VCK;K-004697;;;;;Ballast op zand;Nee;26-4-2017 00:00;3583K;Mutaties vanuit projecten;1-1-2052 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;;;26-4-2017 00:00;;;4,5;;;;1-1-2016 00:00;Nee;;;Nee;aanvulling movaris dd 31-01-2125;NVT;;;FV-2205-110406;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10120689;10120689;517-308-1000311759;517 Kruising 153K 1: 4,5;Kruising;517;Venlo;Niet van toepassing;Niet van toepassing;3;Zuid;27;Venlo;INGB;B;69.885.000;69.885.000;;M;153K;VRIJ;1000;1000;27B;P3208-517;2019095;24-9-2019 00:00;1016222;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 22/40;Hout;411813;Ja;Geen;Niet van toepassing;;ONBEKEND;;Objectregistratie (<=1.5m);60;;;;Nee;1-1-1995 00:00;153K;Dataverbetering;1-1-2025 00:00;4:  20.000 < Tf <= 40.000;C:  Centr bed en licht belast;30;IV;ProRail;Niet van toepassing;1-1-1995 00:00;VL;Objectregistratie (<=1.5m);4,5;411813;31-12-2023 00:00;31-12-2024 00:00;;;;;;P-E;;;;;;;;
Dataset-Fysiek_object-10202037;10202037;609-308-1000311835;609 Krs 95K;Kruising;609;Zutphen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;27.544.000;27.552.000;0.007000;M;95K;VRIJ;1000;1000;31B;P1208-609;2015799;12-12-2018 00:00;808956;308;B;;1-1-1986 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;5,40E+02;;Ballastgrind;Hout;44170;Ja;Geen;Geen;SANEREN;WBB;Z-156402;Onbekende nauwkeurigheid;40;40;;Ballastloze constructie;Nee;1-1-1986 00:00;95K;Dataverbetering;1-1-2008 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;22;I;;;1800-01-31 00: 00;;;;;31-12-2021 00:00;31-12-2020 00:00;;Nee;;;;;D-002158 PLANNING;;;;;;;
Dataset-Fysiek_object-10201460;10201460;514-308-1000311817;514 Kruising 113K 1: 4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;28;Maas en Waal;INGB;B;16.858.000;16.858.000;;M;113K;VRIJ;1000;1000;28B;P1208-514;2015410;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1979 00:00;ProRail;Gedeeltelijk dir bevestiging;15-25 cm;Zijspoor;4,60E+04;Geen;Gemengd;Hout;47220;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1979 00:00;113K;Dataverbetering;1-1-2008 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;1-1-1979 00:00;NM;BBK (<=28cm);4,5;;31-12-2021 00:00;1-1-2199 00:00;1-1-2013 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-11502150;11502150;144-308-1000326882;144 Kruising 701K 1: 9;Kruising;144;Duivendrecht - Amsterdam Riekerpolder;Niet van toepassing;Niet van toepassing;4;Randstad Noord;10;Duivendrecht;INGB;B;155.700.000;155.727.000;;M;KW_1407-1411;VRIJ PRCB;1000;1000;10B;;;26-8-2019 00:00;808956;308;B;01:09;;ProRail;;;Hoofdspoor;;;;;420256;;;;WIJZIGEN;;R-388200;;;;;;;22-8-2014 00:00;701K;Mutaties vanuit projecten;;;;;;;;;ASDZO;;;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11538866;11538866;586-308-1000312175;586 Kruising 915K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;81.059.000;81.066.000;0.007000;M;915K;VRIJ;1000;1000;09B;P2108-586;2014045;26-8-2019 00:00;808956;308;B;01:09;1-5-2015 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;5,40E+02;Geen;Geen ballast;Hout;411830;Ja;Geen;Geen;SANEREN;WBN;Z-156402;BBK (<=28cm);40;40;25.800;Ballastloze constructie;Nee;15-5-2015 00:00;915K;Dataverbetering;1-1-2040 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;25;I;;;;;;;;;;;;;;;;kruis ligt op brug;10266377;;;;;;
Dataset-Fysiek_object-11622356;11622356;531-308-1000356957;531 Kruising K2585 1: 9;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;13;Utrecht;INGB;B;34.657.000;34.657.000;;M;K2585;VRIJ;1000;1000;13B;;;26-8-2019 00:00;808956;308;B;01:09;;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415091;Ja;Geen;;NIEUWBOUW;WBN;R-3SUN13;;;;;Ballast op zand;Nee;17-7-2017 00:00;K2585;Mutaties vanuit projecten;1-1-2052 00:00;;;;Niet van toepassing;ProRail;;17-7-2017 00:00;UT;;5;;;;;Nee;;;Nee;;;;;;Nee;;;
Dataset-Fysiek_object-10101262;10101262;536-308-1000311709;536 Kruising 233K 1: 4,5;Kruising;536;Den Haag HS;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;60.722.000;60.722.000;;M;233K;PROJ PRCB;1000;1000;02B;P2308-536;2017105;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;420024;Nee;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1995 00:00;233K;Dataverbetering;1-1-2030 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;1-1-1995 00:00;GV;BBK (<=28cm);4,5;;31-12-2019 00:00;31-12-2020 00:00;1-1-2016 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10101415;10101415;555-308-1000311711;555 Kruising 249K 1: 4,5;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;3;Rotterdam;INGB;B;83.526.000;83.526.000;;M;249K;VRIJ;1000;1000;03B;P2308-555;2016935;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415088;Nee;Geen;Geen;WIJZIGEN;KLOOS OVING;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2004 00:00;249K;Dataverbetering;1-1-2039 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;;ProRail;Niet van toepassing;1-1-2004 00:00;RTD;BBK (<=28cm);4;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10121181;10121181;553-308-1000311781;553 Kruising 271K 1: 4,5;Kruising;553;Sittard;Niet van toepassing;Niet van toepassing;3;Zuid;25;Roermond;INGB;B;21.827.000;21.827.000;;M;271K;VRIJ PRCB;1000;1000;25B;P3208-553;2019588;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1992 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);;;;;Nee;1-1-1992 00:00;271K;Dataverbetering;1-1-2015 00:00;3:  40.000 < Tf <= 80.000;A:  Centr bed en intens. belast;23;IV;ProRail;Niet van Toepassing;;STD;Objectregistratie (<=1.5m);4;ONBEKEND;31-12-2020 00:00;31-12-2020 00:00;;;;;;;;;;;;;;
Dataset-Fysiek_object-10120292;10120292;127-308-1000311745;127 Kruising 443K 1: 5;Kruising;127;Roosendaal - Vlissingen;Niet van toepassing;Niet van toepassing;3;Zuid;18;Goes;INGB;B;67.711.000;67.719.000;0.008000;M;443K;VRIJ;1000;1000;18B;P3108-127;2018728;26-8-2019 00:00;808956;308;B;01:05;1-9-1990 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 22/40;Hout;411813;Ja;Geen;;WIJZIGEN;ONBEKEND;Z-156402;Onbekende nauwkeurigheid;;40;999;;;1-9-1990 00:00;443K;Dataverbetering;1-1-2030 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;31-12-2021 00:00;31-12-2019 00:00;;Nee;999;999;;P.E;;;;ingesloten krs;;;;
Dataset-Fysiek_object-10957131;10957131;506-308-1000312077;506 Kruising 912K 1: 4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;44.684.000;44.684.000;;M;912K;VRIJ;1000;1000;12B;P2208-506;;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1996 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;420024;Ja;Geen;Nee;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1996 00:00;912K;Dataverbetering;1-1-2031 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;31-12-2022 00:00;31-12-2022 00:00;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-11238856;11238856;513-308-1000312113;513 Kruising 902K 1: 9;Kruising;513;Geldermalsen;Niet van toepassing;Niet van toepassing;3;Zuid;22;Geldermalsen;INGB;B;26.169.000;26.169.000;;M;902K;VRIJ;1000;1000;22B;P3108-513;2018780;26-8-2019 00:00;808956;308;B;01:09;1-7-2011 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Nee;WIJZIGEN;KLOOS OVING;M-003616;Objectregistratie (<=1.5m);60;;;Ballast op zand;Nee;1-7-2011 00:00;902K;Dataverbetering;1-1-2064 00:00;3:  40.000 < Tf <= 80.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;;GDM;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11514061;11514061;531-308-1000312171;531 Kruising 9022K 1: 4,5;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;13;Utrecht;INGB;B;34.610.000;34.621.000;0.011000;M;KW_2641R-1245L;VRIJ PRCB;1000;1000;13B;P2208-531;2013688;26-8-2019 00:00;808956;308;B;01:04,5;18-8-2014 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;;Ja;Geen;;WIJZIGEN;WBN;R-3SUN13;;80;;;;;18-8-2014 00:00;9022K;Mutaties vanuit projecten;1-1-2074 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11539816;11539816;564-308-1000312179;564 Kruising 952K 1: 4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;23.603.000;23.603.000;;M;952K;VRIJ;1000;1000;02B;;;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1982 00:00;ProRail;Indirecte bevestiging;15-25 cm;Zijspoor;4,60E+04;Geen;Steenslag 22/40;Hout;44171;Nee;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1982 00:00;952K;Dataverbetering;1-1-2011 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;1-1-1982 00:00;BKHK;BBK (<=28cm);4,5;;31-12-2020 00:00;31-12-2018 00:00;1-1-2016 00:00;;;;;;;;;;;;;
