id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;opmerking;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;puicnummer;aanschafdatum;datacollectie;eigenaar (economisch);opmerkingen;producent;theoretisch vervangingsjaar;afschrijvingsgroep;bewapening;dikte ballast;hoofdspoor/zijspoor;wissel classificatie;profiel;smeerloze constructie;soort ballast;generiek tekeningnummer;voegloos;monitoring;inspectiejaar;soort Wisselligger;theoretische levensduur;bediening classificatie;hoekverhouding kruising;kruisingnummer;plaatsingsdatum;aangesloten wisselverwarming;beheerder;beheerder Extra Info;datum eerste plaatsing;operatie;locatie functioneel;xY nauwkeurig begin gemeten;xY nauwkeurig eind gemeten;ondergrond (BAAN_ONDERGRONDWSL);spoorafstand;in bestrating;technisch vervangingsjaar;economisch vervangingsjaar;lTD tekeningnummer;undersleeperpad aanwezig?;hergebruikt object?;projectdefinitie;naam 2;naam 3;dagtonnage goederen;dagtonnage reizigers;fictief tonnage;geokunststoffen;producent + type geokunststof;naam 4;waarde;naam 1;oud equipment
Dataset-Fysiek_object-10674847;10674847;600-308-1000312045;600 Kruising K212 1:7,5;Kruising;600;Sauwerd;Niet van toepassing;Niet van toepassing;21;Noord;37;Groningen;INGB;B;11.124000;11.150000;0.026000;M;K212;VRIJ;;1000;1000;37B;P1108-600;2016629;2021-09-09 00:00;288456;308;B;323aea00-843f-4d43-8556-5f9f8e7201df;2004-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2057-01-01 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;420256;Ja;Geen;;Beton;53;IV;1:7,5;K212;2004-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2004-01-01 00:00;WIJZIGEN;SWD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;5,3;Nee;;;420256;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11234301;11234301;054-308-1000466028;054 Kruising K1307 1:9;Kruising;054;Boxtel - Eindhoven;Niet van toepassing;Niet van toepassing;31;Zuid-West;23;Boxtel;INGB INAC;B;47.081000;47.119000;0.038000;M;K1307;VRIJ;;1000;1000;23B;P3208-054;;2021-09-09 00:00;288456;308;B;ccf4c41e-1dcf-4796-a875-ecce0519dbd5;1981-01-01 00:00;Dataverbetering;ProRail;D-001964 PLANNING;WBB;2010-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;D: Niet centraal bed. wissel;46E3;Geen;Steenslag 22/40;44176;Nee;Geen;2015-01-01 00:00;Hout;29;IV;1:9;K1307;1981-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;1981-01-01 00:00;SANEREN;BET;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;2199-01-01 00:00;2022-12-31 00:00;44176;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11585539;11585539;135-308-1000466032;135 Kruising K2235 1:4,5;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Niet van toepassing;Niet van toepassing;41;Midden;11;Weesp;INGB;B;15.458000;15.461000;0.003000;M;K2235;VRIJ;;1000;1000;11B;;;2022-07-25 00:00;P1002958;308;B;d8a73cac-55c1-4fb8-9c5c-283e01e2342f;2016-08-26 00:00;Mutaties vanuit projecten;ProRail;Afwijkende spoorafstand=6,00 m;Kloos Oving;2051-08-26 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;35;Niet van toepassing;1:4,5;K2235;2016-08-26 00:00;Niet van toepassing;ProRail;Niet van toepassing;;NIEUWBOUW;ALM;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;;;NIET AANW;Nee;Nee;R-474000;;;;;;Ballastmat;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11483371;11483371;504-308-1000312147;504 Kruising K55A 1:4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;26;Maastricht;INGB;B;18.245000;18.252000;0.007000;M;K55A;VRIJ PRCB;;1000;1000;26B;P3208-504;2029324;2022-04-22 00:00;P1002958;308;B;e2fdf611-b6eb-4b28-bdfb-a96ecb6d43b5;2013-10-20 00:00;Dataverbetering;ProRail;;KLOOS OVING;2066-10-20 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;53;IV;1:4,5;K55A;2013-10-20 00:00;Niet van toepassing;ProRail;Niet van Toepassing;;WIJZIGEN;HRL;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11483375;11483375;504-308-1000312149;504 Kruising K59 1:4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;26;Maastricht;INGB;B;18.245000;18.252000;0.007000;M;K59;VRIJ PRCB;;1000;1000;26B;P3208-504;2029325;2022-04-21 00:00;P1002958;308;B;609912ce-6acb-4eec-8432-e0ace03bfee1;2013-10-20 00:00;Dataverbetering;ProRail;;KLOOS OVING;2066-10-20 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;53;IV;1:4,5;K59;2013-10-20 00:00;Niet van toepassing;ProRail;Niet van Toepassing;;WIJZIGEN;HRL;BBK (<=28cm);BBK (<=28cm);;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11540327;11540327;618-308-1000312183;618 Kruising K115 1:4,5;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;24;Eindhoven;INGB;B;51.054000;51.061000;0.007000;M;K115;VRIJ;;1000;1000;24B;P3208-618;2019069;2022-04-21 00:00;P1002958;308;B;05439b24-17b0-4ddf-a206-f0ce59467ecd;2015-07-17 00:00;Mutaties vanuit projecten;ProRail;;Vossloh Cogifer Kloos B.V.;2050-07-17 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;35;IV;1:4,5;K115;2015-07-17 00:00;Niet van toepassing;ProRail;Niet van toepassing;2015-07-17 00:00;;EHV;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;M-004182;;;;;;;;;;;10121423
Dataset-Fysiek_object-10641988;10641988;478-308-1000312007;478 Kruising K1123 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;0.650000;0.657000;0.007000;M;K1123;VRIJ;;1000;1000;04B;P2308-478;2020210;2021-09-09 00:00;288456;308;B;558a9600-9cbb-424c-8ac8-29b90fddb2e1;2001-01-01 00:00;Dataverbetering;ProRail;NVT;RAILPRO;2036-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;K1123;2001-01-01 00:00;Niet van toepassing;ProRail;;2001-01-01 00:00;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;aanvulling movaris dd 31-01-2014;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-10994138;10994138;560-308-1000312087;560 Kruising K47 1:9;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;24.895000;24.947000;0.052000;M;K47;VRIJ;wissel wordt vernieuwd in project ombouw GVC richtlijn 2013;1000;1000;02B;P2308-560;2017915;2021-07-21 00:00;P1005295;308;B;9d9bccb7-4af6-469c-aec1-6caacb4499b7;2006-01-01 00:00;Mutaties vanuit projecten;ProRail;NVT;Vossloh/Cogifer;2071-05-14 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2025-01-01 00:00;Beton;53;IV;1:9;K47;2018-05-14 00:00;Niet van toepassing;ProRail;Niet van toepassing;2018-05-14 00:00;1 OP 1 VERVANGING;GVC;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;Nee;K-006004;;;;;;geogrid + filtervlies;;;;;
Dataset-Fysiek_object-11622347;11622347;531-308-1000356955;531 Kruising K2555 1:4,5;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;34.518000;34.530000;0.012000;M;K2555;VRIJ;;1000;1000;13B;;;2021-09-09 00:00;288456;308;B;e2c7d4a3-0d5e-4512-9ac0-e033b2adc585;1800-01-31 00:00;Mutaties vanuit projecten;ProRail;;WBN;2052-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;415091;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K2555;2017-07-17 00:00;Niet van toepassing;ProRail;;2017-07-17 00:00;NIEUWBOUW;UT;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;5,0;Nee;;;GEEN LTD;Nee;Nee;R-3SUN13;;;;;;Nee;;;;;
Dataset-Fysiek_object-11129992;11129992;564-308-1000312097;564 Kruising K431 1:4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;23.568000;23.588000;0.020000;M;K431;VRIJ;;1000;1000;02B;P2308-564;;2021-09-09 00:00;288456;308;B;53b3bde4-9118-4a93-9662-e7b56b17ccd3;2004-01-01 00:00;Dataverbetering;ProRail;Spoorafstand 6,00m;WBB;2064-01-01 00:00;;Indirecte bevestiging;15-25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 22/40;420306;Ja;Geen;2025-01-01 00:00;Beton;60;IV;1:4,5;K431;2004-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2004-01-01 00:00;WIJZIGEN;BKH;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;Afwijkende spoorafstand;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11650236;11650236;536-308-1000416552;536 Kruising K327 1:4,5;Kruising;536;Den Haag HS;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;61.949000;61.955000;0.006000;M;K327;VRIJ;;1000;1000;02B;;;2021-07-21 00:00;P1005295;308;B;36ef80b2-f911-4ad1-a55c-6db69d7dab7e;1800-01-31 00:00;Dataverbetering;ProRail;;ONBEKEND;;;Indirecte bevestiging;15-25 cm;Zijspoor;;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K327;2007-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2007-01-01 00:00;NIEUWBOUW;GV;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,35;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10657092;10657092;586-308-1000312023;586 Kruising K2515 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.195000;80.202000;0.007000;M;K2515;VRIJ;;1000;1000;09B;P2108-586;2012630;2022-06-01 00:00;P1002958;308;B;561c8280-d9c0-4098-bcdb-4350ee55a152;2003-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2048-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;412827;Ja;Geen;;Beton;45;I;1:4,5;K2515;2003-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;25.800;;;;;;;
Dataset-Fysiek_object-11622356;11622356;531-308-1000356957;531 Kruising K2587 1:4,5;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;34.652000;34.664000;0.012000;M;K2587;VRIJ;;1000;1000;13B;;;2021-09-09 00:00;288456;308;B;fadaeac9-d013-4df4-9419-5b2e4da8c864;1800-01-31 00:00;Mutaties vanuit projecten;ProRail;;WBN;2052-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;415091;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K2587;2017-07-17 00:00;Niet van toepassing;ProRail;Niet van toepassing;2017-07-17 00:00;NIEUWBOUW;UT;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;5,0;Nee;;;GEEN LTD;Nee;Nee;R-3SUN13;;;;;;Nee;;;;;
Dataset-Fysiek_object-11502150;11502150;144-308-1000326882;144 Kruising K1407 1:7,5;Kruising;144;Duivendrecht - Amsterdam Riekerpolder;Niet van toepassing;Niet van toepassing;41;Midden;10;Duivendrecht;INGB;B;155.709000;155.717000;0.008000;M;K1407;VRIJ;;1000;1000;10B;;;2022-07-29 00:00;P1002958;308;B;8ad0e20d-de8f-43d3-be36-1f825ef63496;2014-08-22 00:00;Dataverbetering;ProRail;;;;;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420256;Ja;Geen;;Beton;;Niet van toepassing;1:7,5;K1407;2014-08-22 00:00;Niet van toepassing;ProRail;;;WIJZIGEN;ASDZO;BBK (<=28cm);BBK (<=28cm);;5,3;Nee;;;GEEN LTD;Nee;Nee;R-388200;;;;;;;;;;;
Dataset-Fysiek_object-10768416;10768416;531-308-1000312061;531 Kruising K829 1:4,5;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;1.360000;1.385000;0.025000;M;K829;VRIJ;;1000;1000;13B;P2208-531;2022243;2021-09-09 00:00;288456;308;B;19b05fc1-99c1-40d5-b501-3ff02040d04c;2007-01-01 00:00;Initi?le vulling;ProRail;UNICAAT;WBN;2060-01-01 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;53;IV;1:4,5;K829;2007-01-01 00:00;Niet van toepassing;ProRail;;;;UTCTW;BBK (<=28cm);BBK (<=28cm);;Afwijkende spoorafstand;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11503443;11503443;545-308-1000312159;545 Kruising K261 1:4,5;Kruising;545;Roosendaal;Niet van toepassing;Niet van toepassing;31;Zuid-West;19;Roosendaal;INGB;B;22.578000;22.583000;0.005000;M;K261;VRIJ;;1000;1000;19B;P3108-545;2019365;2021-07-21 00:00;P1005295;308;B;1b9a6c0b-e07d-41fd-94cb-4e504fd7b1fc;2014-04-12 00:00;Dataverbetering;ProRail;;WBN;2074-04-12 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;415089;Ja;Geen;;Beton;60;IV;1:4,5;K261;2014-04-12 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;RSD;Onbekende nauwkeurigheid;Objectregistratie (<=1.5m);Ballast op zand;4,35;Nee;;;GEEN LTD;Nee;Nee;Z-156402;;;999;999;999;;;;;;10121057
Dataset-Fysiek_object-11039713;11039713;503-308-1000312095;503 Kruising 115BA 1:4,5;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;22;Oost;31;IJsselstreek;INGB;B;43.159000;43.166000;0.007000;M;115BA;VRIJ;;1000;1000;31B;P1208-503;2025316;2022-04-22 00:00;P1002958;308;B;4dc87c7e-e000-4a4e-86be-65435bbc212d;2009-10-16 00:00;Dataverbetering;ProRail;;WBB;2069-10-16 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;60;I;1:4,5;115BA;2009-10-16 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;DV;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-156402;;;;;;;;;;;
Dataset-Fysiek_object-11514061;11514061;531-308-1000312171;531 Kruising K2641 1:4,5;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;34.610000;34.622000;0.012000;M;K2641;VRIJ;;1000;1000;13B;P2208-531;2013688;2021-09-09 00:00;288456;308;B;8bc9e089-6473-4d3c-b8d7-bcbf757aff86;2014-08-18 00:00;Mutaties vanuit projecten;ProRail;UNICAAT;WBN;2049-08-18 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;35;IV;1:4,5;K2641;2014-08-18 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;UT;BBK (<=28cm);BBK (<=28cm);;Afwijkende spoorafstand;Nee;;;GEEN LTD;Nee;Nee;R-3SUN13;;;;;;;;;;;
Dataset-Fysiek_object-11484191;11484191;586-308-1000312153;586 Kruising K83 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.452000;80.459000;0.007000;M;K83;VRIJ;;1000;1000;09B;P2108-586;2014084;2022-04-27 00:00;P1002958;308;B;4b310a30-088b-4a35-91ad-c928966fee70;1993-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2018-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;;Hout;25;I;1:4,5;K83;1993-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;25.800;;;;;;;
Dataset-Fysiek_object-10641981;10641981;478-308-1000312005;478 Kruising K1113 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;0.680000;0.687000;0.007000;M;K1113;VRIJ;;1000;1000;04B;P2308-478;2020205;2021-09-09 00:00;288456;308;B;b1fe9e25-835b-46be-be47-7e62169a904b;2001-01-01 00:00;Dataverbetering;ProRail;NVT;RAILPRO;2036-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;K1113;2001-01-01 00:00;Niet van toepassing;ProRail;;2001-01-01 00:00;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;aanvulling movaris dd 31-01-2013;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-11419526;11419526;606-308-1000312129;606 Kruising K43 1:4,5;Kruising;606;Almelo;Niet van toepassing;Niet van toepassing;22;Oost;32;Twente;INGB;B;37.595000;37.602000;0.007000;M;K43;VRIJ;;1000;1000;32B;P1208-606;2016087;2021-09-09 00:00;288456;308;B;b5328c78-1973-4386-a4be-4d2215f7e577;2004-01-01 00:00;Dataverbetering;ProRail;;WBB;2049-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;45;IV;1:4,5;K43;2004-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2004-01-01 00:00;WIJZIGEN;AML;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11533618;11533618;586-308-1000312173;586 Kruising K131A 1:9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.715000;80.721000;0.006000;M;K131A;VRIJ;;1000;1000;09B;P2108-586;2012609;2021-07-21 00:00;P1005295;308;B;cfd6d460-a3eb-4823-b7ee-3efc07f0499c;2014-01-01 00:00;Dataverbetering;ProRail;US NR. J090247-GV.H4;BWG;2060-03-17 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Ekos-rollen;Steenslag 31,5/50;412832;Ja;Geen;;Beton;45;I;1:9;K131A;2015-03-17 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballastloze constructie;Asymmetrisch;Nee;;;GEEN LTD;;;Z-156402;;;;25.800;;;;;;;10657133
Dataset-Fysiek_object-11539816;11539816;564-308-1000312179;564 Kruising K952 1:4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;23.600000;23.607000;0.007000;M;K952;VRIJ;;1000;1000;02B;;;2022-04-23 00:00;P1002958;308;B;be23294e-8584-458e-819e-6a4e04cfc8b0;1982-01-01 00:00;Mutaties vanuit projecten;ProRail;;Kloos;2080-01-09 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;15-25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;2016-01-01 00:00;Beton;60;IV;1:4,5;K952;2020-01-09 00:00;Niet van toepassing;ProRail;Niet van toepassing;2020-01-09 00:00;WIJZIGEN;BKHK;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;K-006024;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11550043;11550043;586-308-1000312197;586 Kruising K365 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;81.088000;81.095000;0.007000;M;K365;VRIJ;;1000;1000;09B;P2108-586;2014044;2022-08-03 00:00;P1002958;308;B;268974a5-38e0-40a0-9930-5637eb423463;2015-11-07 00:00;Dataverbetering;ProRail;;WBN;2050-11-07 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;15-25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;;Hout;35;I;1:4,5;K365;2015-11-07 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;;;;;;;;10266382
Dataset-Fysiek_object-11542563;11542563;539-308-1000312187;539 Kruising 45AA 1:4,5;Kruising;539;Schiedam Centrum;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;3;Rotterdam;INGB;B;79.221000;79.245000;0.024000;M;45AA;VRIJ;;1000;1000;03B;;2016866;2021-07-21 00:00;P1005295;308;B;74c5ed2f-4a9d-449c-951c-1086c6ba7909;2001-01-01 00:00;Mutaties vanuit projecten;ProRail;;Kloos;2063-11-08 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2016-01-01 00:00;Beton;45;IV;1:4,5;45AA;2018-11-08 00:00;Niet van toepassing;ProRail;Niet van toepassing;2018-11-08 00:00;1 OP 1 VERVANGING;SDM;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;2018-01-01 00:00;;GEEN LTD;Nee;Nee;K-006004;;;;;;ballastmat;TenCate GEOLON;;;;
Dataset-Fysiek_object-10642032;10642032;478-308-1000312009;478 Kruising K1253 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;1.726000;1.733000;0.007000;M;K1253;VRIJ;;1000;1000;04B;P2308-478;2020243;2021-09-09 00:00;288456;308;B;cc600021-1aef-43b5-abfa-f964adfa752d;2001-01-01 00:00;Dataverbetering;ProRail;NVT;RAILPRO;2036-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;K1253;2001-01-01 00:00;Niet van toepassing;ProRail;;2001-01-01 00:00;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;aanvulling movaris dd 31-01-2016;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-11620825;11620825;478-308-1000351684;478 Kruising K1359 1:1,75;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;3.109000;3.147000;0.038000;M;K1359;VRIJ;;1000;1000;04B;;;2021-09-09 00:00;288456;308;B;8c758cc6-b922-4086-93a5-5f6115fa791d;1800-01-31 00:00;Dataverbetering;ProRail;;Vossloh Cogifer Kloos BV;;;Indirecte bevestiging;> 25 cm;Zijspoor;;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;;Niet van toepassing;1:1,75;K1359;2012-01-01 00:00;Niet van toepassing;ProRail;;2012-01-01 00:00;WIJZIGEN;MVTYZ;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
